constructorStandingsId,raceId,constructorId,points,position,positionText,wins,name,year,round,date,race_name
27105,1003,9,274,3,3,3,Red Bull,2018,15,2018-09-16,Singapore Grand Prix
27106,1003,1,58,6,6,0,McLaren,2018,15,2018-09-16,Singapore Grand Prix
27107,1003,4,91,4,4,0,Renault,2018,15,2018-09-16,Singapore Grand Prix
27108,1003,10,32,7,7,0,Force India,2018,15,2018-09-16,Singapore Grand Prix
27109,1003,15,21,9,9,0,Sauber,2018,15,2018-09-16,Singapore Grand Prix
27110,1003,3,7,10,10,0,Williams,2018,15,2018-09-16,Singapore Grand Prix
27111,1003,5,30,8,8,0,Toro Rosso,2018,15,2018-09-16,Singapore Grand Prix
27112,1003,210,76,5,5,0,Haas F1 Team,2018,15,2018-09-16,Singapore Grand Prix
27113,1004,6,442,2,2,5,Ferrari,2018,16,2018-09-30,Russian Grand Prix
27114,1004,131,495,1,1,8,Mercedes,2018,16,2018-09-30,Russian Grand Prix
27115,1004,9,292,3,3,3,Red Bull,2018,16,2018-09-30,Russian Grand Prix
27116,1004,1,58,6,6,0,McLaren,2018,16,2018-09-30,Russian Grand Prix
27117,1004,4,91,4,4,0,Renault,2018,16,2018-09-30,Russian Grand Prix
27118,1004,10,35,7,7,0,Force India,2018,16,2018-09-30,Russian Grand Prix
27119,1004,15,27,9,9,0,Sauber,2018,16,2018-09-30,Russian Grand Prix
27120,1004,3,7,10,10,0,Williams,2018,16,2018-09-30,Russian Grand Prix
27121,1004,5,30,8,8,0,Toro Rosso,2018,16,2018-09-30,Russian Grand Prix
27122,1004,210,80,5,5,0,Haas F1 Team,2018,16,2018-09-30,Russian Grand Prix
27123,1005,6,460,2,2,5,Ferrari,2018,17,2018-10-07,Japanese Grand Prix
27124,1005,131,538,1,1,9,Mercedes,2018,17,2018-10-07,Japanese Grand Prix
27125,1005,9,319,3,3,3,Red Bull,2018,17,2018-10-07,Japanese Grand Prix
27126,1005,1,58,6,6,0,McLaren,2018,17,2018-10-07,Japanese Grand Prix
27127,1005,4,92,4,4,0,Renault,2018,17,2018-10-07,Japanese Grand Prix
27128,1005,10,43,7,7,0,Force India,2018,17,2018-10-07,Japanese Grand Prix
27129,1005,15,27,9,9,0,Sauber,2018,17,2018-10-07,Japanese Grand Prix
27130,1005,3,7,10,10,0,Williams,2018,17,2018-10-07,Japanese Grand Prix
27131,1005,5,30,8,8,0,Toro Rosso,2018,17,2018-10-07,Japanese Grand Prix
27132,1005,210,84,5,5,0,Haas F1 Team,2018,17,2018-10-07,Japanese Grand Prix
27152,1006,210,84,5,5,0,Haas F1 Team,2018,18,2018-10-21,United States Grand Prix
27151,1006,5,32,8,8,0,Toro Rosso,2018,18,2018-10-21,United States Grand Prix
27150,1006,3,7,10,10,0,Williams,2018,18,2018-10-21,United States Grand Prix
27148,1006,10,47,7,7,0,Force India,2018,18,2018-10-21,United States Grand Prix
27146,1006,1,58,6,6,0,McLaren,2018,18,2018-10-21,United States Grand Prix
27144,1006,131,563,1,1,9,Mercedes,2018,18,2018-10-21,United States Grand Prix
27149,1006,15,28,9,9,0,Sauber,2018,18,2018-10-21,United States Grand Prix
27143,1006,6,497,2,2,6,Ferrari,2018,18,2018-10-21,United States Grand Prix
27145,1006,9,337,3,3,3,Red Bull,2018,18,2018-10-21,United States Grand Prix
27147,1006,4,106,4,4,0,Renault,2018,18,2018-10-21,United States Grand Prix
27153,1007,6,530,2,2,6,Ferrari,2018,19,2018-10-28,Mexican Grand Prix
27154,1007,131,585,1,1,9,Mercedes,2018,19,2018-10-28,Mexican Grand Prix
27155,1007,9,362,3,3,4,Red Bull,2018,19,2018-10-28,Mexican Grand Prix
27156,1007,1,62,6,6,0,McLaren,2018,19,2018-10-28,Mexican Grand Prix
27157,1007,4,114,4,4,0,Renault,2018,19,2018-10-28,Mexican Grand Prix
27158,1007,10,47,7,7,0,Force India,2018,19,2018-10-28,Mexican Grand Prix
27159,1007,15,36,8,8,0,Sauber,2018,19,2018-10-28,Mexican Grand Prix
27160,1007,3,7,10,10,0,Williams,2018,19,2018-10-28,Mexican Grand Prix
27161,1007,5,33,9,9,0,Toro Rosso,2018,19,2018-10-28,Mexican Grand Prix
27162,1007,210,84,5,5,0,Haas F1 Team,2018,19,2018-10-28,Mexican Grand Prix
27163,1008,6,553,2,2,6,Ferrari,2018,20,2018-11-11,Brazilian Grand Prix
27164,1008,131,620,1,1,10,Mercedes,2018,20,2018-11-11,Brazilian Grand Prix
27165,1008,9,392,3,3,4,Red Bull,2018,20,2018-11-11,Brazilian Grand Prix
27166,1008,1,62,6,6,0,McLaren,2018,20,2018-11-11,Brazilian Grand Prix
27167,1008,4,114,4,4,0,Renault,2018,20,2018-11-11,Brazilian Grand Prix
27168,1008,10,48,7,7,0,Force India,2018,20,2018-11-11,Brazilian Grand Prix
27169,1008,15,42,8,8,0,Sauber,2018,20,2018-11-11,Brazilian Grand Prix
27170,1008,3,7,10,10,0,Williams,2018,20,2018-11-11,Brazilian Grand Prix
27171,1008,5,33,9,9,0,Toro Rosso,2018,20,2018-11-11,Brazilian Grand Prix
27172,1008,210,90,5,5,0,Haas F1 Team,2018,20,2018-11-11,Brazilian Grand Prix
27173,1009,6,571,2,2,6,Ferrari,2018,21,2018-11-25,Abu Dhabi Grand Prix
27174,1009,131,655,1,1,11,Mercedes,2018,21,2018-11-25,Abu Dhabi Grand Prix
27175,1009,9,419,3,3,4,Red Bull,2018,21,2018-11-25,Abu Dhabi Grand Prix
27176,1009,1,62,6,6,0,McLaren,2018,21,2018-11-25,Abu Dhabi Grand Prix
27177,1009,4,122,4,4,0,Renault,2018,21,2018-11-25,Abu Dhabi Grand Prix
27178,1009,10,52,7,7,0,Force India,2018,21,2018-11-25,Abu Dhabi Grand Prix
27179,1009,15,48,8,8,0,Sauber,2018,21,2018-11-25,Abu Dhabi Grand Prix
27180,1009,3,7,10,10,0,Williams,2018,21,2018-11-25,Abu Dhabi Grand Prix
27181,1009,5,33,9,9,0,Toro Rosso,2018,21,2018-11-25,Abu Dhabi Grand Prix
27182,1009,210,93,5,5,0,Haas F1 Team,2018,21,2018-11-25,Abu Dhabi Grand Prix
27197,1010,4,6,5,5,0,Renault,2019,1,2019-03-17,Australian Grand Prix
27196,1010,210,8,4,4,0,Haas F1 Team,2019,1,2019-03-17,Australian Grand Prix
27195,1010,6,22,2,2,0,Ferrari,2019,1,2019-03-17,Australian Grand Prix
27194,1010,9,15,3,3,0,Red Bull,2019,1,2019-03-17,Australian Grand Prix
27193,1010,131,44,1,1,1,Mercedes,2019,1,2019-03-17,Australian Grand Prix
27198,1010,51,4,6,6,0,Alfa Romeo,2019,1,2019-03-17,Australian Grand Prix
27199,1010,211,2,7,7,0,Racing Point,2019,1,2019-03-17,Australian Grand Prix
27200,1010,5,1,8,8,0,Toro Rosso,2019,1,2019-03-17,Australian Grand Prix
27201,1010,1,0,9,9,0,McLaren,2019,1,2019-03-17,Australian Grand Prix
27202,1010,3,0,10,10,0,Williams,2019,1,2019-03-17,Australian Grand Prix
27223,1012,131,130,1,1,3,Mercedes,2019,3,2019-04-14,Chinese Grand Prix
27222,1011,3,0,10,10,0,Williams,2019,2,2019-03-31,Bahrain Grand Prix
27220,1011,5,3,8,8,0,Toro Rosso,2019,2,2019-03-31,Bahrain Grand Prix
27215,1011,6,48,2,2,0,Ferrari,2019,2,2019-03-31,Bahrain Grand Prix
27221,1011,1,8,5,5,0,McLaren,2019,2,2019-03-31,Bahrain Grand Prix
27218,1011,51,10,4,4,0,Alfa Romeo,2019,2,2019-03-31,Bahrain Grand Prix
27214,1011,9,31,3,3,0,Red Bull,2019,2,2019-03-31,Bahrain Grand Prix
27219,1011,211,3,9,9,0,Racing Point,2019,2,2019-03-31,Bahrain Grand Prix
27217,1011,4,6,7,7,0,Renault,2019,2,2019-03-31,Bahrain Grand Prix
27216,1011,210,8,6,6,0,Haas F1 Team,2019,2,2019-03-31,Bahrain Grand Prix
27213,1011,131,87,1,1,2,Mercedes,2019,2,2019-03-31,Bahrain Grand Prix
27224,1012,9,52,3,3,0,Red Bull,2019,3,2019-04-14,Chinese Grand Prix
27225,1012,6,73,2,2,0,Ferrari,2019,3,2019-04-14,Chinese Grand Prix
27226,1012,210,8,6,6,0,Haas F1 Team,2019,3,2019-04-14,Chinese Grand Prix
27227,1012,4,12,4,4,0,Renault,2019,3,2019-04-14,Chinese Grand Prix
27228,1012,51,12,5,5,0,Alfa Romeo,2019,3,2019-04-14,Chinese Grand Prix
27229,1012,211,7,8,8,0,Racing Point,2019,3,2019-04-14,Chinese Grand Prix
27230,1012,5,4,9,9,0,Toro Rosso,2019,3,2019-04-14,Chinese Grand Prix
27231,1012,1,8,7,7,0,McLaren,2019,3,2019-04-14,Chinese Grand Prix
27232,1012,3,0,10,10,0,Williams,2019,3,2019-04-14,Chinese Grand Prix
27233,1013,131,173,1,1,4,Mercedes,2019,4,2019-04-28,Azerbaijan Grand Prix
27234,1013,9,64,3,3,0,Red Bull,2019,4,2019-04-28,Azerbaijan Grand Prix
27235,1013,6,99,2,2,0,Ferrari,2019,4,2019-04-28,Azerbaijan Grand Prix
27236,1013,210,8,8,8,0,Haas F1 Team,2019,4,2019-04-28,Azerbaijan Grand Prix
27237,1013,4,12,7,7,0,Renault,2019,4,2019-04-28,Azerbaijan Grand Prix
27238,1013,51,13,6,6,0,Alfa Romeo,2019,4,2019-04-28,Azerbaijan Grand Prix
27239,1013,211,17,5,5,0,Racing Point,2019,4,2019-04-28,Azerbaijan Grand Prix
27240,1013,5,4,9,9,0,Toro Rosso,2019,4,2019-04-28,Azerbaijan Grand Prix
27241,1013,1,18,4,4,0,McLaren,2019,4,2019-04-28,Azerbaijan Grand Prix
27242,1013,3,0,10,10,0,Williams,2019,4,2019-04-28,Azerbaijan Grand Prix
27243,1014,131,217,1,1,5,Mercedes,2019,5,2019-05-12,Spanish Grand Prix
27244,1014,9,87,3,3,0,Red Bull,2019,5,2019-05-12,Spanish Grand Prix
27245,1014,6,121,2,2,0,Ferrari,2019,5,2019-05-12,Spanish Grand Prix
27246,1014,210,15,6,6,0,Haas F1 Team,2019,5,2019-05-12,Spanish Grand Prix
27247,1014,4,12,8,8,0,Renault,2019,5,2019-05-12,Spanish Grand Prix
27248,1014,51,13,7,7,0,Alfa Romeo,2019,5,2019-05-12,Spanish Grand Prix
27249,1014,211,17,5,5,0,Racing Point,2019,5,2019-05-12,Spanish Grand Prix
27250,1014,5,6,9,9,0,Toro Rosso,2019,5,2019-05-12,Spanish Grand Prix
27251,1014,1,22,4,4,0,McLaren,2019,5,2019-05-12,Spanish Grand Prix
27252,1014,3,0,10,10,0,Williams,2019,5,2019-05-12,Spanish Grand Prix
27253,1015,131,257,1,1,6,Mercedes,2019,6,2019-05-26,Monaco Grand Prix
27254,1015,9,110,3,3,0,Red Bull,2019,6,2019-05-26,Monaco Grand Prix
27255,1015,6,139,2,2,0,Ferrari,2019,6,2019-05-26,Monaco Grand Prix
27256,1015,210,16,6,6,0,Haas F1 Team,2019,6,2019-05-26,Monaco Grand Prix
27257,1015,4,14,8,8,0,Renault,2019,6,2019-05-26,Monaco Grand Prix
27258,1015,51,13,9,9,0,Alfa Romeo,2019,6,2019-05-26,Monaco Grand Prix
27259,1015,211,17,5,5,0,Racing Point,2019,6,2019-05-26,Monaco Grand Prix
27260,1015,5,16,7,7,0,Toro Rosso,2019,6,2019-05-26,Monaco Grand Prix
27261,1015,1,30,4,4,0,McLaren,2019,6,2019-05-26,Monaco Grand Prix
27262,1015,3,0,10,10,0,Williams,2019,6,2019-05-26,Monaco Grand Prix
27263,1016,131,295,1,1,7,Mercedes,2019,7,2019-06-09,Canadian Grand Prix
27264,1016,9,124,3,3,0,Red Bull,2019,7,2019-06-09,Canadian Grand Prix
27265,1016,6,172,2,2,0,Ferrari,2019,7,2019-06-09,Canadian Grand Prix
27266,1016,210,16,8,8,0,Haas F1 Team,2019,7,2019-06-09,Canadian Grand Prix
27267,1016,4,28,5,5,0,Renault,2019,7,2019-06-09,Canadian Grand Prix
27268,1016,51,13,9,9,0,Alfa Romeo,2019,7,2019-06-09,Canadian Grand Prix
27269,1016,211,19,6,6,0,Racing Point,2019,7,2019-06-09,Canadian Grand Prix
27270,1016,5,17,7,7,0,Toro Rosso,2019,7,2019-06-09,Canadian Grand Prix
27271,1016,1,30,4,4,0,McLaren,2019,7,2019-06-09,Canadian Grand Prix
27272,1016,3,0,10,10,0,Williams,2019,7,2019-06-09,Canadian Grand Prix
27302,1017,3,0,10,10,0,Williams,2019,8,2019-06-23,French Grand Prix
27300,1017,5,17,8,8,0,Toro Rosso,2019,8,2019-06-23,French Grand Prix
27304,1018,9,169,3,3,1,Red Bull,2019,9,2019-06-30,Austrian Grand Prix
27303,1018,131,363,1,1,8,Mercedes,2019,9,2019-06-30,Austrian Grand Prix
27301,1017,1,40,4,4,0,McLaren,2019,8,2019-06-23,French Grand Prix
27299,1017,211,19,6,6,0,Racing Point,2019,8,2019-06-23,French Grand Prix
27297,1017,4,32,5,5,0,Renault,2019,8,2019-06-23,French Grand Prix
27298,1017,51,19,7,7,0,Alfa Romeo,2019,8,2019-06-23,French Grand Prix
27296,1017,210,16,9,9,0,Haas F1 Team,2019,8,2019-06-23,French Grand Prix
27295,1017,6,198,2,2,0,Ferrari,2019,8,2019-06-23,French Grand Prix
27294,1017,9,137,3,3,0,Red Bull,2019,8,2019-06-23,French Grand Prix
27293,1017,131,338,1,1,8,Mercedes,2019,8,2019-06-23,French Grand Prix
27305,1018,6,228,2,2,0,Ferrari,2019,9,2019-06-30,Austrian Grand Prix
27306,1018,210,16,9,9,0,Haas F1 Team,2019,9,2019-06-30,Austrian Grand Prix
27307,1018,4,32,5,5,0,Renault,2019,9,2019-06-30,Austrian Grand Prix
27308,1018,51,22,6,6,0,Alfa Romeo,2019,9,2019-06-30,Austrian Grand Prix
27309,1018,211,19,7,7,0,Racing Point,2019,9,2019-06-30,Austrian Grand Prix
27310,1018,5,17,8,8,0,Toro Rosso,2019,9,2019-06-30,Austrian Grand Prix
27311,1018,1,52,4,4,0,McLaren,2019,9,2019-06-30,Austrian Grand Prix
27312,1018,3,0,10,10,0,Williams,2019,9,2019-06-30,Austrian Grand Prix
27313,1019,131,407,1,1,9,Mercedes,2019,10,2019-07-14,British Grand Prix
27314,1019,9,191,3,3,1,Red Bull,2019,10,2019-07-14,British Grand Prix
27315,1019,6,243,2,2,0,Ferrari,2019,10,2019-07-14,British Grand Prix
27316,1019,210,16,9,9,0,Haas F1 Team,2019,10,2019-07-14,British Grand Prix
27317,1019,4,39,5,5,0,Renault,2019,10,2019-07-14,British Grand Prix
27318,1019,51,26,6,6,0,Alfa Romeo,2019,10,2019-07-14,British Grand Prix
27319,1019,211,19,7,7,0,Racing Point,2019,10,2019-07-14,British Grand Prix
27320,1019,5,19,8,8,0,Toro Rosso,2019,10,2019-07-14,British Grand Prix
27321,1019,1,60,4,4,0,McLaren,2019,10,2019-07-14,British Grand Prix
27322,1019,3,0,10,10,0,Williams,2019,10,2019-07-14,British Grand Prix
27341,1020,1,70,4,4,0,McLaren,2019,11,2019-07-28,German Grand Prix
27340,1020,5,42,5,5,0,Toro Rosso,2019,11,2019-07-28,German Grand Prix
27338,1020,51,26,9,9,0,Alfa Romeo,2019,11,2019-07-28,German Grand Prix
27336,1020,210,26,8,8,0,Haas F1 Team,2019,11,2019-07-28,German Grand Prix
27335,1020,6,261,2,2,0,Ferrari,2019,11,2019-07-28,German Grand Prix
27342,1020,3,1,10,10,0,Williams,2019,11,2019-07-28,German Grand Prix
27334,1020,9,217,3,3,2,Red Bull,2019,11,2019-07-28,German Grand Prix
27339,1020,211,31,7,7,0,Racing Point,2019,11,2019-07-28,German Grand Prix
27337,1020,4,39,6,6,0,Renault,2019,11,2019-07-28,German Grand Prix
27333,1020,131,409,1,1,9,Mercedes,2019,11,2019-07-28,German Grand Prix
27343,1021,131,438,1,1,10,Mercedes,2019,12,2019-08-04,Hungarian Grand Prix
27344,1021,9,244,3,3,2,Red Bull,2019,12,2019-08-04,Hungarian Grand Prix
27345,1021,6,288,2,2,0,Ferrari,2019,12,2019-08-04,Hungarian Grand Prix
27346,1021,210,26,9,9,0,Haas F1 Team,2019,12,2019-08-04,Hungarian Grand Prix
27347,1021,4,39,6,6,0,Renault,2019,12,2019-08-04,Hungarian Grand Prix
27348,1021,51,32,7,7,0,Alfa Romeo,2019,12,2019-08-04,Hungarian Grand Prix
27349,1021,211,31,8,8,0,Racing Point,2019,12,2019-08-04,Hungarian Grand Prix
27350,1021,5,43,5,5,0,Toro Rosso,2019,12,2019-08-04,Hungarian Grand Prix
27351,1021,1,82,4,4,0,McLaren,2019,12,2019-08-04,Hungarian Grand Prix
27352,1021,3,1,10,10,0,Williams,2019,12,2019-08-04,Hungarian Grand Prix
27353,1022,131,471,1,1,10,Mercedes,2019,13,2019-09-01,Belgian Grand Prix
27354,1022,9,254,3,3,2,Red Bull,2019,13,2019-09-01,Belgian Grand Prix
27355,1022,6,326,2,2,1,Ferrari,2019,13,2019-09-01,Belgian Grand Prix
27356,1022,210,26,9,9,0,Haas F1 Team,2019,13,2019-09-01,Belgian Grand Prix
27357,1022,4,43,6,6,0,Renault,2019,13,2019-09-01,Belgian Grand Prix
27358,1022,51,32,8,8,0,Alfa Romeo,2019,13,2019-09-01,Belgian Grand Prix
27359,1022,211,40,7,7,0,Racing Point,2019,13,2019-09-01,Belgian Grand Prix
27360,1022,5,51,5,5,0,Toro Rosso,2019,13,2019-09-01,Belgian Grand Prix
27361,1022,1,82,4,4,0,McLaren,2019,13,2019-09-01,Belgian Grand Prix
27362,1022,3,1,10,10,0,Williams,2019,13,2019-09-01,Belgian Grand Prix
27363,1023,131,505,1,1,10,Mercedes,2019,14,2019-09-08,Italian Grand Prix
27364,1023,9,266,3,3,2,Red Bull,2019,14,2019-09-08,Italian Grand Prix
27365,1023,6,351,2,2,2,Ferrari,2019,14,2019-09-08,Italian Grand Prix
27366,1023,210,26,9,9,0,Haas F1 Team,2019,14,2019-09-08,Italian Grand Prix
27367,1023,4,65,5,5,0,Renault,2019,14,2019-09-08,Italian Grand Prix
27368,1023,51,34,8,8,0,Alfa Romeo,2019,14,2019-09-08,Italian Grand Prix
27369,1023,211,46,7,7,0,Racing Point,2019,14,2019-09-08,Italian Grand Prix
27370,1023,5,51,6,6,0,Toro Rosso,2019,14,2019-09-08,Italian Grand Prix
27371,1023,1,83,4,4,0,McLaren,2019,14,2019-09-08,Italian Grand Prix
27372,1023,3,1,10,10,0,Williams,2019,14,2019-09-08,Italian Grand Prix
27373,1024,131,527,1,1,10,Mercedes,2019,15,2019-09-22,Singapore Grand Prix
27374,1024,9,289,3,3,2,Red Bull,2019,15,2019-09-22,Singapore Grand Prix
27375,1024,6,394,2,2,3,Ferrari,2019,15,2019-09-22,Singapore Grand Prix
27376,1024,210,26,9,9,0,Haas F1 Team,2019,15,2019-09-22,Singapore Grand Prix
27377,1024,4,67,5,5,0,Renault,2019,15,2019-09-22,Singapore Grand Prix
27378,1024,51,35,8,8,0,Alfa Romeo,2019,15,2019-09-22,Singapore Grand Prix
27379,1024,211,46,7,7,0,Racing Point,2019,15,2019-09-22,Singapore Grand Prix
27380,1024,5,55,6,6,0,Toro Rosso,2019,15,2019-09-22,Singapore Grand Prix
27381,1024,1,89,4,4,0,McLaren,2019,15,2019-09-22,Singapore Grand Prix
27382,1024,3,1,10,10,0,Williams,2019,15,2019-09-22,Singapore Grand Prix
27383,1025,131,571,1,1,11,Mercedes,2019,16,2019-09-29,Russian Grand Prix
27384,1025,9,311,3,3,2,Red Bull,2019,16,2019-09-29,Russian Grand Prix
27385,1025,6,409,2,2,3,Ferrari,2019,16,2019-09-29,Russian Grand Prix
27386,1025,210,28,9,9,0,Haas F1 Team,2019,16,2019-09-29,Russian Grand Prix
27387,1025,4,68,5,5,0,Renault,2019,16,2019-09-29,Russian Grand Prix
27388,1025,51,35,8,8,0,Alfa Romeo,2019,16,2019-09-29,Russian Grand Prix
27389,1025,211,52,7,7,0,Racing Point,2019,16,2019-09-29,Russian Grand Prix
27390,1025,5,55,6,6,0,Toro Rosso,2019,16,2019-09-29,Russian Grand Prix
27391,1025,1,101,4,4,0,McLaren,2019,16,2019-09-29,Russian Grand Prix
27392,1025,3,1,10,10,0,Williams,2019,16,2019-09-29,Russian Grand Prix
27422,1026,3,1,10,10,0,Williams,2019,17,2019-10-13,Japanese Grand Prix
27421,1026,1,111,4,4,0,McLaren,2019,17,2019-10-13,Japanese Grand Prix
27420,1026,5,62,6,6,0,Toro Rosso,2019,17,2019-10-13,Japanese Grand Prix
27419,1026,211,58,7,7,0,Racing Point,2019,17,2019-10-13,Japanese Grand Prix
27418,1026,51,35,8,8,0,Alfa Romeo,2019,17,2019-10-13,Japanese Grand Prix
27415,1026,6,435,2,2,3,Ferrari,2019,17,2019-10-13,Japanese Grand Prix
27414,1026,9,323,3,3,2,Red Bull,2019,17,2019-10-13,Japanese Grand Prix
27416,1026,210,28,9,9,0,Haas F1 Team,2019,17,2019-10-13,Japanese Grand Prix
27417,1026,4,68,5,5,0,Renault,2019,17,2019-10-13,Japanese Grand Prix
27413,1026,131,612,1,1,12,Mercedes,2019,17,2019-10-13,Japanese Grand Prix
27432,1027,3,1,10,10,0,Williams,2019,18,2019-10-27,Mexican Grand Prix
27431,1027,1,111,4,4,0,McLaren,2019,18,2019-10-27,Mexican Grand Prix
27430,1027,5,64,6,6,0,Toro Rosso,2019,18,2019-10-27,Mexican Grand Prix
27429,1027,211,64,7,7,0,Racing Point,2019,18,2019-10-27,Mexican Grand Prix
27428,1027,51,35,8,8,0,Alfa Romeo,2019,18,2019-10-27,Mexican Grand Prix
27425,1027,6,466,2,2,3,Ferrari,2019,18,2019-10-27,Mexican Grand Prix
27424,1027,9,341,3,3,2,Red Bull,2019,18,2019-10-27,Mexican Grand Prix
27426,1027,210,28,9,9,0,Haas F1 Team,2019,18,2019-10-27,Mexican Grand Prix
27427,1027,4,73,5,5,0,Renault,2019,18,2019-10-27,Mexican Grand Prix
27423,1027,131,652,1,1,13,Mercedes,2019,18,2019-10-27,Mexican Grand Prix
27433,1028,131,695,1,1,14,Mercedes,2019,19,2019-11-03,United States Grand Prix
27434,1028,9,366,3,3,2,Red Bull,2019,19,2019-11-03,United States Grand Prix
